USD,AAPL,EQUITY,1980-12-12 08:30:00,America/New_York,EST,08:30:00 - 15:00:00,1mo,5m,1635256800
USD,AAPL,EQUITY,1980-12-12 08:30:00,America/New_York,EST,08:30:00 - 12:00:00,1mo,5m,1635256800
