,currency,symbol,instrumentType,firstTradeDate,exchangeTimezoneName,timezone,trade_period,range,interval,start_date
0,USD,AAPL,EQUITY,1980-12-12 08:30:00,America/New_York,EST,08:30:00 - 12:00:00,1d,1m,1637937000
